site,location_id,X,Y
IL-RS,IL-RS-K03,-88.29309833,40.00408069
IL-RS,IL-RS-K05,-88.29226215,40.00406751
IL-RS,IL-RS-K06,-88.29183299,40.00406132
IL-RS,IL-RS-K07,-88.29140576,40.00405614
IL-RS,IL-RS-K08,-88.29096496,40.00405016
IL-RS,IL-RS-K09,-88.29054229,40.0040447
IL-RS,IL-RS-K10,-88.29011015,40.00404243999999
IL-RS,IL-RS-K11,-88.28968343,40.00404113
IL-RS,IL-RS-K12,-88.28925351,40.004040839999995
IL-RS,IL-RS-K13,-88.28882886000001,40.00404309
IL-RS,IL-RS-K14,-88.28840179,40.00404565
IL-RS,IL-RS-K15,-88.28797965,40.00405043
IL-RS,IL-RS-K16,-88.28754683,40.00405359999999
IL-RS,IL-RS-K17,-88.28711142,40.00405228999998
IL-RS,IL-RS-K18,-88.28668418,40.00405451999999
IL-RS,IL-RS-K19,-88.28626977,40.00405523
IL-RS,IL-RS-K20,-88.28583815,40.00405843
IL-RS,IL-RS-L01,-88.29392444,40.003815239999994
IL-RS,IL-RS-L07,-88.29133432,40.00375736
IL-RS,IL-RS-L08,-88.29072759,40.00374270999999
IL-RS,IL-RS-L09,-88.29047521,40.00373425
IL-RS,IL-RS-L10,-88.29003386,40.00372904
IL-RS,IL-RS-L11,-88.28961329,40.003727579999996
IL-RS,IL-RS-L12,-88.28916612,40.00372679
IL-RS,IL-RS-L13,-88.28873226,40.00372502
IL-PT,1,-88.5865390997,39.835835817299994
IL-PT,2,-88.5874373198,39.835835817299994
IL-PT,3,-88.5883415998,39.8358358173
IL-PT,4,-88.5892449968,39.835835817299994
IL-PT,5,-88.5901501198,39.8358358173
IL-PT,6,-88.5910340895,39.83583581730001
IL-PT,7,-88.5919301497,39.835835817299994
IL-PT,8,-88.5928236373,39.835835817299994
IL-PT,9,-88.5932873994,39.836061709099994
IL-PT,10,-88.5923766607,39.836061709099994
IL-PT,11,-88.5914832912,39.83606170910001
IL-PT,12,-88.5905873986,39.836061709099994
IL-PT,13,-88.5896972134,39.836061709099994
IL-PT,15,-88.5878875827,39.8360617091
IL-PT,16,-88.5869869711,39.8360617091
IL-PT,17,-88.5865390997,39.8362675705
IL-PT,18,-88.5874373198,39.836267570499984
IL-PT,19,-88.5883415998,39.8362675705
IL-PT,20,-88.5892449968,39.8362675705
IL-PT,22,-88.5910340895,39.83626757049999
IL-PT,23,-88.5919301497,39.836267570499984
IL-PT,24,-88.5928236373,39.8362675705
IL-PT,25,-88.5932873994,39.83651987879999
IL-PT,26,-88.5923766607,39.8365198788
IL-PT,27,-88.5914832912,39.8365198788
IL-PT,28,-88.5905873986,39.8365198788
IL-PT,29,-88.5896972134,39.83651987879999
IL-PT,30,-88.5887913179,39.836519878800004
IL-PT,31,-88.5878875827,39.836519878800004
IL-PT,32,-88.5883415998,39.83671407639999
IL-PT,33,-88.5892449968,39.836714076399986
IL-PT,34,-88.5901501198,39.8367140764
IL-PT,35,-88.5910340895,39.83671407639999
IL-PT,36,-88.5919301497,39.83671407639999
IL-PT,37,-88.5928236373,39.836714076399986
IL-PT,38,-88.5932873994,39.83693794559999
IL-PT,39,-88.5923766607,39.836937945600006
IL-PT,40,-88.5914832912,39.83693794559999
IL-PT,41,-88.5905873986,39.83693794559999
IL-PT,42,-88.5896972134,39.83693794559999
IL-PT,43,-88.5887913179,39.83693794559999
IL-PT,44,-88.5878875827,39.83693794559999
IL-PT,45,-88.5883415998,39.8371415465
IL-PT,46,-88.5892449968,39.83714154649999
IL-PT,47,-88.5901501198,39.8371415465
IL-PT,48,-88.5910340895,39.837141546499986
IL-PT,49,-88.5919301497,39.83714154649999
IL-PT,50,-88.5928236373,39.8371415465
IL-PT,51,-88.5932873994,39.8373763613
IL-PT,52,-88.5923766607,39.8373763613
IL-PT,53,-88.5914832912,39.83737636129999
IL-PT,54,-88.5905873986,39.837376361299995
IL-PT,55,-88.5896972134,39.83737636129998
IL-PT,56,-88.5887913179,39.8373763613
IL-PT,57,-88.5883415998,39.83759483389999
IL-PT,58,-88.5892449968,39.8375948339
IL-PT,59,-88.5901501198,39.83759483389999
IL-PT,60,-88.5910340895,39.83759483389999
IL-PT,61,-88.5919301497,39.83759483389999
IL-PT,62,-88.5928236373,39.83759483389999
IL-PT,63,-88.5932873994,39.837823105099986
IL-PT,64,-88.5923766607,39.8378231051
IL-PT,65,-88.5914832912,39.8378231051
IL-PT,66,-88.5905873986,39.8378231051
IL-PT,67,-88.5896972134,39.8378231051
IL-PT,68,-88.5887913179,39.837823105099986
IL-PT,69,-88.5892449968,39.838027895799996
IL-PT,70,-88.5901501198,39.8380278958
IL-PT,71,-88.5910340895,39.838027895799996
IL-PT,72,-88.5919301497,39.838027895799996
IL-PT,73,-88.5928236373,39.8380278958
IL-PT,74,-88.5932873994,39.83826568480001
IL-PT,75,-88.5923766607,39.83826568479999
IL-PT,76,-88.5914832912,39.83826568479999
IL-PT,77,-88.5905873986,39.838265684799985
IL-PT,78,-88.5896972134,39.8382656848
IL-PT,79,-88.5892449968,39.83845441409999
IL-PT,80,-88.5901501198,39.8384544141
IL-PT,81,-88.5910340895,39.83845441409999
IL-PT,82,-88.5919301497,39.838454414100006
IL-PT,83,-88.5928236373,39.838454414100006
IL-PT,84,-88.5932873994,39.8387118338
IL-PT,85,-88.5923766607,39.83871183380001
IL-PT,86,-88.5914832912,39.8387118338
IL-PT,87,-88.5905873986,39.8387118338
IL-PT,89,-88.5901501198,39.83890948610001
IL-PT,90,-88.5910340895,39.8389094861
IL-PT,91,-88.5919301497,39.83890948609999
IL-PT,92,-88.5928236373,39.83890948610001
IL-PT,93,-88.5932873994,39.839149059699984
IL-PT,94,-88.5923766607,39.83914905969999
IL-PT,95,-88.5914832912,39.839149059700006
IL-PT,96,-88.5905873986,39.83914905969999
IL-DG,3,-88.23384,39.721398699999995
IL-DG,4,-88.233821,39.7209258
IL-DG,5,-88.233836,39.7204054
IL-DG,6,-88.233855,39.719888100000006
IL-DG,7,-88.233825,39.7193666
IL-DG,9,-88.233847,39.71831770000001
IL-DG,10,-88.233864,39.71781349999999
IL-DG,11,-88.234241,39.717558200000006
IL-DG,12,-88.234223,39.718068099999996
IL-DG,13,-88.234206,39.71857239999999
IL-DG,14,-88.234206,39.719101
IL-DG,15,-88.234184,39.7196212
IL-DG,16,-88.234194,39.7201815
IL-DG,17,-88.234195,39.720660099999996
IL-DG,18,-88.234198,39.72117479999999
IL-DG,19,-88.234199,39.7216915
IL-DG,20,-88.23417700000002,39.722223699999994
IL-DG,21,-88.234584,39.7219335
IL-DG,22,-88.234543,39.7214014
IL-DG,23,-88.234542,39.7209228
IL-DG,24,-88.234556,39.720402499999985
IL-DG,25,-88.234575,39.71988509999999
IL-DG,26,-88.234545,39.71936360000001
IL-DG,27,-88.234568,39.7188434
IL-DG,28,-88.234567,39.7183148
IL-DG,29,-88.234585,39.7178105
IL-DG,30,-88.23496100000001,39.71755519999999
IL-DG,31,-88.234944,39.71806509999999
IL-DG,32,-88.234926,39.71856939999999
IL-DG,33,-88.234927,39.719098
IL-DG,34,-88.234904,39.719618200000006
IL-DG,35,-88.23491400000002,39.72017859999999
IL-DG,37,-88.234901,39.72117750000001
IL-DG,38,-88.23492,39.72168849999999
IL-DG,39,-88.234898,39.72222070000001
IL-DG,40,-88.235288,39.721912799999984
IL-DG,41,-88.235269,39.721401799999995
IL-DG,42,-88.235268,39.720923199999994
IL-DG,43,-88.235283,39.72040290000001
IL-DG,44,-88.235302,39.7198855
IL-DG,45,-88.235271,39.719364
IL-DG,46,-88.235294,39.718843799999995
IL-DG,47,-88.235293,39.71831519999999
IL-DG,48,-88.23531100000001,39.717810899999996
IL-DG,49,-88.235687,39.717555600000004
IL-DG,50,-88.23567,39.71806550000001
IL-DG,51,-88.235652,39.71856979999999
IL-DG,52,-88.23565300000001,39.71909840000001
IL-DG,53,-88.23563,39.71961859999999
IL-DG,54,-88.235641,39.7201789
IL-DG,55,-88.235642,39.72065750000001
IL-DG,57,-88.235646,39.72168889999999
IL-DG,58,-88.236007,39.7213932
IL-DG,59,-88.235988,39.7209202
IL-DG,60,-88.23600300000001,39.72039989999998
IL-DG,61,-88.236022,39.7198825
IL-DG,62,-88.235992,39.719361
IL-DG,63,-88.236015,39.718840799999995
IL-DG,64,-88.236014,39.7183122
IL-DG,66,-88.236408,39.7175526
IL-DG,67,-88.23639000000001,39.7180625
IL-DG,68,-88.236373,39.7185668
IL-DG,69,-88.236374,39.71909539999999
IL-DG,70,-88.236351,39.71961559999998
IL-DG,71,-88.236361,39.720175999999995
IL-DG,72,-88.236362,39.7206545
IL-DG,73,-88.236347,39.721174899999994
IL-DG,74,-88.236366,39.7216859
IL-DG,75,-88.23673,39.7214429
IL-DG,76,-88.236729,39.7209643
IL-DG,77,-88.236743,39.720444
IL-DG,78,-88.236762,39.719926599999994
IL-DG,79,-88.23673200000002,39.719405099999996
IL-DG,80,-88.236755,39.7188849
